GEOID,STATEFP,STATE,COUNTYFP,COUNTY,TOT_POP22,NHSP_POP22,HSP_POP22,WHT_NHSP22,BLK_NHSP22,AIA_NHSP22,ASN_NHSP22,HPI_NHSP22,OTH_NHSP22
450450031041,45, South Carolina,45, Greenville County,2951,2754,197,2671,80,1,0,0,0
450450032021,45, South Carolina,45, Greenville County,1580,1484,96,1363,106,0,0,0,0
450450032022,45, South Carolina,45, Greenville County,1121,1105,16,829,55,0,0,0,0
450450032023,45, South Carolina,45, Greenville County,938,884,54,807,74,1,0,0,0
450450032031,45, South Carolina,45, Greenville County,861,804,57,744,45,0,0,0,0
450450032032,45, South Carolina,45, Greenville County,2603,2405,198,1914,475,0,0,0,0
450450032041,45, South Carolina,45, Greenville County,2281,1751,530,1478,81,0,186,0,0
450450033011,45, South Carolina,45, Greenville County,1177,1177,0,1067,96,0,0,0,0
450450033012,45, South Carolina,45, Greenville County,1820,1318,502,956,254,0,0,0,0
450450033013,45, South Carolina,45, Greenville County,2692,2589,103,1530,992,0,0,0,0
450450033014,45, South Carolina,45, Greenville County,1339,1229,110,1095,20,67,0,0,22
450450033031,45, South Carolina,45, Greenville County,1695,1681,14,1102,564,11,0,0,0
450450033032,45, South Carolina,45, Greenville County,982,882,100,735,51,0,0,0,0
450450033033,45, South Carolina,45, Greenville County,1424,1424,0,602,725,0,0,0,0
450450033034,45, South Carolina,45, Greenville County,1267,1199,68,415,489,0,53,0,0
450450033041,45, South Carolina,45, Greenville County,1855,1714,141,1146,316,0,0,0,0
450450033042,45, South Carolina,45, Greenville County,1527,1360,167,465,802,0,20,0,0
450450033043,45, South Carolina,45, Greenville County,2489,1777,712,838,922,0,17,0,0
450450033044,45, South Carolina,45, Greenville County,2869,2748,121,971,1638,0,0,0,76
450450034011,45, South Carolina,45, Greenville County,952,768,184,277,443,0,0,0,0
450450035001,45, South Carolina,45, Greenville County,1785,1572,213,643,730,0,0,0,53
450450035002,45, South Carolina,45, Greenville County,780,727,53,356,345,0,0,0,0
450450036011,45, South Carolina,45, Greenville County,2474,1754,720,1466,257,0,0,0,0
450450036012,45, South Carolina,45, Greenville County,248,248,0,126,122,0,0,0,0
450450036013,45, South Carolina,45, Greenville County,560,447,113,340,107,0,0,0,0
450450036014,45, South Carolina,45, Greenville County,2259,1985,274,1185,664,0,12,0,0
450450036021,45, South Carolina,45, Greenville County,1182,1053,129,303,677,0,72,0,0
450450036022,45, South Carolina,45, Greenville County,1449,987,462,243,735,0,6,0,0
450450037011,45, South Carolina,45, Greenville County,2891,2259,632,1738,358,0,0,0,0
450450037012,45, South Carolina,45, Greenville County,1175,684,491,596,74,0,0,0,0
450450037013,45, South Carolina,45, Greenville County,2010,1920,90,1197,342,0,26,0,6
450450037041,45, South Carolina,45, Greenville County,2083,1278,805,824,389,0,18,0,32
450450037042,45, South Carolina,45, Greenville County,2263,1439,824,634,464,49,58,0,174
450450037051,45, South Carolina,45, Greenville County,518,464,54,307,34,0,24,0,0
450450037052,45, South Carolina,45, Greenville County,1857,1428,429,848,486,0,0,0,27
450450037061,45, South Carolina,45, Greenville County,1851,839,1012,532,307,0,0,0,0
450450037062,45, South Carolina,45, Greenville County,1567,1494,73,492,755,0,161,0,45
450450037071,45, South Carolina,45, Greenville County,1562,1168,394,728,347,0,13,0,0
450450037072,45, South Carolina,45, Greenville County,980,826,154,783,43,0,0,0,0
450450037073,45, South Carolina,45, Greenville County,1130,1014,116,725,234,0,0,0,0
450450038021,45, South Carolina,45, Greenville County,634,634,0,614,0,10,0,0,0
450450038022,45, South Carolina,45, Greenville County,1581,1537,44,1410,40,9,0,0,52
450450038023,45, South Carolina,45, Greenville County,1026,1000,26,911,4,0,23,0,0
450450038024,45, South Carolina,45, Greenville County,920,875,45,604,233,0,38,0,0
450450038025,45, South Carolina,45, Greenville County,796,680,116,676,0,0,0,0,4
450450038031,45, South Carolina,45, Greenville County,2647,2535,112,2123,256,0,101,0,3
450450038032,45, South Carolina,45, Greenville County,2176,2100,76,2013,60,0,0,0,0
450450038041,45, South Carolina,45, Greenville County,654,550,104,424,120,0,0,0,0
450450038042,45, South Carolina,45, Greenville County,1934,1934,0,1887,13,0,0,0,0
450450039021,45, South Carolina,45, Greenville County,1334,1320,14,1281,12,0,0,0,0
450450039022,45, South Carolina,45, Greenville County,1230,1140,90,1117,11,0,0,10,0
450450039023,45, South Carolina,45, Greenville County,1461,1455,6,1369,68,17,0,0,0
450450039031,45, South Carolina,45, Greenville County,1875,1606,269,1330,178,0,81,0,0
450450039032,45, South Carolina,45, Greenville County,1941,1875,66,1833,39,0,0,0,0
450450039033,45, South Carolina,45, Greenville County,1396,1353,43,1224,60,20,13,0,20
450450039051,45, South Carolina,45, Greenville County,2240,2227,13,1740,317,0,62,0,73
450450039052,45, South Carolina,45, Greenville County,2316,2229,87,1842,282,0,0,0,87
450450039061,45, South Carolina,45, Greenville County,1036,1036,0,1004,23,0,0,0,0
450450039062,45, South Carolina,45, Greenville County,1829,1681,148,862,799,0,0,0,0
450450040011,45, South Carolina,45, Greenville County,1082,1042,40,1015,0,0,0,0,0
450450040012,45, South Carolina,45, Greenville County,2674,2515,159,1909,182,5,14,17,0
450450040031,45, South Carolina,45, Greenville County,1613,1578,35,1447,65,0,12,0,0
450450040032,45, South Carolina,45, Greenville County,2497,2330,167,1993,136,0,122,5,7
450450040041,45, South Carolina,45, Greenville County,978,908,70,887,13,0,0,0,6
450450040042,45, South Carolina,45, Greenville County,832,832,0,832,0,0,0,0,0
450450041011,45, South Carolina,45, Greenville County,1259,1231,28,1167,23,0,0,0,0
450450041012,45, South Carolina,45, Greenville County,985,975,10,948,27,0,0,0,0
450450041013,45, South Carolina,45, Greenville County,1393,1378,15,1249,15,2,0,0,0
450450041021,45, South Carolina,45, Greenville County,835,792,43,767,18,3,0,0,0
450450041022,45, South Carolina,45, Greenville County,424,411,13,411,0,0,0,0,0
450450042001,45, South Carolina,45, Greenville County,1128,1104,24,888,117,0,36,0,26
450450042002,45, South Carolina,45, Greenville County,1269,1269,0,1147,99,0,10,0,0
450450043001,45, South Carolina,45, Greenville County,1277,1242,35,431,776,0,0,0,0
450450043002,45, South Carolina,45, Greenville County,1082,1041,41,489,483,0,0,0,19
450450043003,45, South Carolina,45, Greenville County,964,932,32,56,836,0,0,0,0
450450043004,45, South Carolina,45, Greenville County,881,881,0,26,855,0,0,0,0
450450044001,45, South Carolina,45, Greenville County,690,644,46,131,513,0,0,0,0
450450044002,45, South Carolina,45, Greenville County,1260,1185,75,844,291,1,21,0,16
450699601001,45, South Carolina,69, Marlboro County,527,516,11,228,199,0,0,0,0
450699601002,45, South Carolina,69, Marlboro County,995,995,0,670,207,62,0,0,0
450699601003,45, South Carolina,69, Marlboro County,547,547,0,206,324,7,2,0,0
450699601004,45, South Carolina,69, Marlboro County,887,867,20,328,539,0,0,0,0
450699602011,45, South Carolina,69, Marlboro County,773,773,0,104,643,26,0,0,0
450699602012,45, South Carolina,69, Marlboro County,1453,1393,60,42,1203,0,0,0,53
450699602013,45, South Carolina,69, Marlboro County,387,387,0,195,188,1,0,0,0
450699602014,45, South Carolina,69, Marlboro County,1128,1128,0,679,449,0,0,0,0
450699602021,45, South Carolina,69, Marlboro County,891,891,0,105,566,23,0,0,0
450699602022,45, South Carolina,69, Marlboro County,578,578,0,324,187,67,0,0,0
450699603011,45, South Carolina,69, Marlboro County,1515,1358,157,626,724,0,0,0,0
450699603012,45, South Carolina,69, Marlboro County,450,450,0,152,298,0,0,0,0
450699603013,45, South Carolina,69, Marlboro County,473,445,28,233,162,0,50,0,0
450699603014,45, South Carolina,69, Marlboro County,565,565,0,402,81,82,0,0,0
450699603015,45, South Carolina,69, Marlboro County,798,736,62,133,580,0,0,0,0
450699603021,45, South Carolina,69, Marlboro County,1220,1211,9,774,369,24,0,0,19
450699603022,45, South Carolina,69, Marlboro County,3696,3513,183,908,2447,11,29,0,0
450699604001,45, South Carolina,69, Marlboro County,1826,1826,0,826,821,101,0,0,0
450699604002,45, South Carolina,69, Marlboro County,1200,1160,40,585,311,97,0,0,0
450699604003,45, South Carolina,69, Marlboro County,1192,1151,41,627,176,281,0,0,0
450699604004,45, South Carolina,69, Marlboro County,785,785,0,316,330,34,0,0,0
450699605001,45, South Carolina,69, Marlboro County,760,743,17,284,328,129,0,0,0
450699605002,45, South Carolina,69, Marlboro County,1513,1376,137,284,1069,15,0,0,0
450699606001,45, South Carolina,69, Marlboro County,1456,1304,152,596,503,0,0,0,123
450699606002,45, South Carolina,69, Marlboro County,970,970,0,572,389,0,0,0,0
450030201001,45, South Carolina,3, Aiken County,564,508,56,508,0,0,0,0,0
450030201002,45, South Carolina,3, Aiken County,1221,1221,0,746,475,0,0,0,0
450030201003,45, South Carolina,3, Aiken County,735,722,13,656,66,0,0,0,0
450030201004,45, South Carolina,3, Aiken County,584,563,21,341,93,0,0,0,0
450030201005,45, South Carolina,3, Aiken County,1691,1674,17,1599,63,0,0,0,0
450030202001,45, South Carolina,3, Aiken County,1326,1326,0,1315,11,0,0,0,0
450030202002,45, South Carolina,3, Aiken County,2083,2059,24,1426,504,0,0,0,0
450030202003,45, South Carolina,3, Aiken County,1240,1240,0,842,212,11,0,0,0
450030202004,45, South Carolina,3, Aiken County,1303,1303,0,699,591,0,0,0,0
450030203011,45, South Carolina,3, Aiken County,1155,1013,142,830,149,0,0,0,0
450030203012,45, South Carolina,3, Aiken County,972,928,44,872,11,0,0,0,0
450030203031,45, South Carolina,3, Aiken County,566,462,104,106,356,0,0,0,0
450030203032,45, South Carolina,3, Aiken County,1916,1539,377,1038,501,0,0,0,0
450030203041,45, South Carolina,3, Aiken County,2140,2067,73,1310,710,0,28,0,0
450030203042,45, South Carolina,3, Aiken County,2655,2363,292,1293,874,21,175,0,0
450030204011,45, South Carolina,3, Aiken County,3096,3033,63,2360,528,0,67,0,37
450030204012,45, South Carolina,3, Aiken County,3728,3201,527,2093,1041,0,0,0,0
450030204021,45, South Carolina,3, Aiken County,1197,913,284,354,550,0,0,0,0
450030204022,45, South Carolina,3, Aiken County,855,717,138,633,32,0,0,0,0
450030205001,45, South Carolina,3, Aiken County,3200,3137,63,2139,903,0,45,0,0
450030205002,45, South Carolina,3, Aiken County,1062,1052,10,821,231,0,0,0,0
450030205003,45, South Carolina,3, Aiken County,2223,2223,0,1800,409,0,0,0,0
450030205004,45, South Carolina,3, Aiken County,2404,2263,141,2036,129,6,0,0,0
450030206011,45, South Carolina,3, Aiken County,1806,1769,37,1153,599,0,0,0,0
450030206012,45, South Carolina,3, Aiken County,994,965,29,653,233,0,0,0,20
450030206013,45, South Carolina,3, Aiken County,1030,1020,10,653,326,0,40,0,0
450030206031,45, South Carolina,3, Aiken County,639,639,0,409,110,0,10,0,0
450030206032,45, South Carolina,3, Aiken County,2859,2833,26,1788,795,0,0,0,0
450030206041,45, South Carolina,3, Aiken County,357,351,6,271,62,0,0,0,6
450030206042,45, South Carolina,3, Aiken County,642,420,222,65,355,0,0,0,0
450030206043,45, South Carolina,3, Aiken County,1686,1276,410,1127,149,0,0,0,0
450030207011,45, South Carolina,3, Aiken County,1050,995,55,753,242,0,0,0,0
450030207012,45, South Carolina,3, Aiken County,1567,1567,0,1531,36,0,0,0,0
450030207013,45, South Carolina,3, Aiken County,1050,1050,0,659,366,0,10,0,0
450030207014,45, South Carolina,3, Aiken County,1695,1451,244,1310,31,14,0,0,0
450030207021,45, South Carolina,3, Aiken County,1031,897,134,804,76,0,0,0,0
450030207022,45, South Carolina,3, Aiken County,997,997,0,714,283,0,0,0,0
450030207023,45, South Carolina,3, Aiken County,1868,1825,43,1040,775,3,0,4,0
450030207024,45, South Carolina,3, Aiken County,445,433,12,153,88,0,0,0,0
450030208011,45, South Carolina,3, Aiken County,1387,1146,241,1087,59,0,0,0,0
450030208012,45, South Carolina,3, Aiken County,2281,2218,63,2199,3,0,16,0,0
450030208021,45, South Carolina,3, Aiken County,2699,2626,73,2186,260,0,57,0,123
450030208022,45, South Carolina,3, Aiken County,621,621,0,576,0,0,8,0,37
450030208023,45, South Carolina,3, Aiken County,2504,2228,276,1528,676,0,0,0,0
450030209011,45, South Carolina,3, Aiken County,1452,1452,0,984,422,0,0,0,0
450030209012,45, South Carolina,3, Aiken County,1049,982,67,843,139,0,0,0,0
450030209031,45, South Carolina,3, Aiken County,2071,1516,555,1204,130,6,76,0,0
450030209032,45, South Carolina,3, Aiken County,1002,993,9,488,505,0,0,0,0
450030209041,45, South Carolina,3, Aiken County,2115,2046,69,1366,359,0,109,0,0
450030209042,45, South Carolina,3, Aiken County,1121,1106,15,394,612,10,0,0,0
450030210011,45, South Carolina,3, Aiken County,790,777,13,549,117,0,0,0,0
450030210012,45, South Carolina,3, Aiken County,308,308,0,223,69,0,0,0,0
450030210013,45, South Carolina,3, Aiken County,1141,971,170,633,338,0,0,0,0
450030210014,45, South Carolina,3, Aiken County,2151,2010,141,1282,658,0,0,0,0
450030210031,45, South Carolina,3, Aiken County,1904,1904,0,1745,14,0,0,0,0
450030210032,45, South Carolina,3, Aiken County,945,792,153,528,264,0,0,0,0
450030210041,45, South Carolina,3, Aiken County,1732,1506,226,747,717,0,36,0,0
450030211011,45, South Carolina,3, Aiken County,1746,1746,0,1564,161,0,0,0,10
450030211012,45, South Carolina,3, Aiken County,1084,1020,64,918,53,0,0,0,0
450030211021,45, South Carolina,3, Aiken County,714,674,40,603,16,0,0,0,0
450030211022,45, South Carolina,3, Aiken County,2181,1950,231,1673,221,0,0,0,0
450030211023,45, South Carolina,3, Aiken County,936,837,99,433,404,0,0,0,0
450030212011,45, South Carolina,3, Aiken County,1319,1289,30,1035,217,0,26,0,0
450030212012,45, South Carolina,3, Aiken County,1140,1140,0,791,254,0,95,0,0
450030212013,45, South Carolina,3, Aiken County,996,996,0,594,402,0,0,0,0
450030212014,45, South Carolina,3, Aiken County,2450,2253,197,1540,650,23,0,0,0
450030212021,45, South Carolina,3, Aiken County,1711,1470,241,984,439,0,0,0,0
450030212022,45, South Carolina,3, Aiken County,1417,1366,51,1221,137,0,1,0,0
450030212023,45, South Carolina,3, Aiken County,717,654,63,648,2,0,4,0,0
450030212041,45, South Carolina,3, Aiken County,1549,1521,28,1021,305,0,32,0,0
450030212042,45, South Carolina,3, Aiken County,627,627,0,392,206,0,18,0,0
450030212051,45, South Carolina,3, Aiken County,1814,1780,34,1457,229,24,0,0,0
450030212052,45, South Carolina,3, Aiken County,2508,2357,151,1873,142,0,209,0,0
450030212053,45, South Carolina,3, Aiken County,2609,2609,0,2343,185,0,32,0,0
450030213001,45, South Carolina,3, Aiken County,2163,1967,196,1380,491,0,0,0,0
450030213002,45, South Carolina,3, Aiken County,1858,1843,15,1357,469,0,4,0,0
450030213003,45, South Carolina,3, Aiken County,1174,1147,27,1100,22,9,0,0,16
450030214011,45, South Carolina,3, Aiken County,686,651,35,100,538,13,0,0,0
450030214012,45, South Carolina,3, Aiken County,1834,1798,36,517,1218,0,0,0,0
450030214021,45, South Carolina,3, Aiken County,1470,1243,227,24,1186,0,0,0,0
450030214022,45, South Carolina,3, Aiken County,1162,1147,15,371,768,0,0,0,0
450030214023,45, South Carolina,3, Aiken County,1137,1134,3,18,1109,0,0,0,0
450030215001,45, South Carolina,3, Aiken County,848,848,0,835,0,0,13,0,0
450030215002,45, South Carolina,3, Aiken County,726,660,66,71,589,0,0,0,0
450030215003,45, South Carolina,3, Aiken County,1252,1244,8,1050,84,0,70,0,40
450030215004,45, South Carolina,3, Aiken County,2300,2293,7,1186,935,0,44,0,0
450030216011,45, South Carolina,3, Aiken County,526,526,0,236,271,7,0,0,12
450030216012,45, South Carolina,3, Aiken County,1683,1588,95,886,702,0,0,0,0
450030216013,45, South Carolina,3, Aiken County,1424,1348,76,953,388,0,0,0,0
450030216014,45, South Carolina,3, Aiken County,2160,2073,87,231,1809,0,33,0,0
450030216031,45, South Carolina,3, Aiken County,3009,2939,70,1869,762,20,138,0,0
450030216041,45, South Carolina,3, Aiken County,1740,1727,13,1233,245,0,76,0,0
450030216042,45, South Carolina,3, Aiken County,659,659,0,628,31,0,0,0,0
450030216043,45, South Carolina,3, Aiken County,813,813,0,763,0,0,37,0,0
450030216044,45, South Carolina,3, Aiken County,2265,2168,97,1904,169,0,39,0,13
450030217001,45, South Carolina,3, Aiken County,1448,1402,46,1250,93,0,0,0,0
450030217002,45, South Carolina,3, Aiken County,847,843,4,700,108,0,0,0,25
450030217003,45, South Carolina,3, Aiken County,1667,1134,533,448,618,0,0,0,0
450030217004,45, South Carolina,3, Aiken County,1012,981,31,803,124,0,54,0,0
450030218001,45, South Carolina,3, Aiken County,457,457,0,238,194,1,2,0,0
450030218002,45, South Carolina,3, Aiken County,1046,1042,4,828,172,8,0,0,9
450030218003,45, South Carolina,3, Aiken County,747,747,0,220,527,0,0,0,0
450030219011,45, South Carolina,3, Aiken County,1016,1016,0,668,340,0,8,0,0
450030219012,45, South Carolina,3, Aiken County,1714,1063,651,896,127,0,0,0,0
450030219021,45, South Carolina,3, Aiken County,915,915,0,445,402,0,0,0,0
450030219022,45, South Carolina,3, Aiken County,1752,1450,302,971,135,0,54,0,2
450030220011,45, South Carolina,3, Aiken County,1941,1680,261,651,855,0,0,0,117
450030220012,45, South Carolina,3, Aiken County,252,236,16,217,5,0,0,0,0
450030220013,45, South Carolina,3, Aiken County,1084,880,204,411,457,12,0,0,0
450030220014,45, South Carolina,3, Aiken County,1725,1693,32,1693,0,0,0,0,0
450030220031,45, South Carolina,3, Aiken County,915,915,0,180,716,0,0,0,0
450030220032,45, South Carolina,3, Aiken County,2305,2131,174,1516,574,0,0,0,25
450030220033,45, South Carolina,3, Aiken County,1697,1668,29,1606,25,9,22,0,0
450030220041,45, South Carolina,3, Aiken County,722,722,0,318,343,0,0,0,0
450030220042,45, South Carolina,3, Aiken County,1674,1609,65,1078,436,4,0,0,0
450030221001,45, South Carolina,3, Aiken County,2312,2215,97,1334,834,0,0,0,0
450030221002,45, South Carolina,3, Aiken County,619,610,9,260,342,0,6,0,0
450030221003,45, South Carolina,3, Aiken County,686,668,18,526,73,0,2,0,8
450039801001,45, South Carolina,3, Aiken County,0,0,0,0,0,0,0,0,0
450259501011,45, South Carolina,25, Chesterfield County,1953,1846,107,1052,577,0,0,0,0
450259501012,45, South Carolina,25, Chesterfield County,1382,1360,22,1182,178,0,0,0,0
450259501013,45, South Carolina,25, Chesterfield County,1425,1239,186,359,852,0,0,0,0
450259501021,45, South Carolina,25, Chesterfield County,1677,1426,251,664,696,0,0,0,0
450259501022,45, South Carolina,25, Chesterfield County,1454,1392,62,859,509,0,0,0,0
450259501023,45, South Carolina,25, Chesterfield County,1129,1129,0,397,490,0,0,0,0
450259502001,45, South Carolina,25, Chesterfield County,1987,1684,303,1077,440,0,0,0,0
450259502002,45, South Carolina,25, Chesterfield County,948,854,94,731,97,0,0,0,0
450259502003,45, South Carolina,25, Chesterfield County,1084,1047,37,564,467,0,0,0,0
450259502004,45, South Carolina,25, Chesterfield County,967,956,11,659,273,0,0,0,4
450259503001,45, South Carolina,25, Chesterfield County,435,390,45,383,3,0,0,0,0
450259503002,45, South Carolina,25, Chesterfield County,1425,1390,35,1132,195,0,0,0,47
450259503003,45, South Carolina,25, Chesterfield County,483,437,46,124,311,0,2,0,0
450259504011,45, South Carolina,25, Chesterfield County,1034,985,49,601,295,54,5,0,0
450259504012,45, South Carolina,25, Chesterfield County,1554,1537,17,1292,225,0,4,0,0
450259504021,45, South Carolina,25, Chesterfield County,1209,1140,69,537,561,0,4,0,3
450259504022,45, South Carolina,25, Chesterfield County,1763,1763,0,1300,463,0,0,0,0
450259504023,45, South Carolina,25, Chesterfield County,1043,1041,2,924,117,0,0,0,0
450259505011,45, South Carolina,25, Chesterfield County,624,567,57,321,246,0,0,0,0
450259505012,45, South Carolina,25, Chesterfield County,1611,1586,25,776,794,0,0,0,0
450259505031,45, South Carolina,25, Chesterfield County,1255,1255,0,296,804,11,0,0,0
450259505032,45, South Carolina,25, Chesterfield County,1095,1067,28,465,464,0,0,0,0
450259505041,45, South Carolina,25, Chesterfield County,1485,1393,92,1026,309,0,37,0,0
450259505042,45, South Carolina,25, Chesterfield County,1119,1119,0,678,399,0,42,0,0
450259505043,45, South Carolina,25, Chesterfield County,700,700,0,485,123,0,0,0,0
450259506011,45, South Carolina,25, Chesterfield County,802,802,0,625,136,0,15,0,0
450259506012,45, South Carolina,25, Chesterfield County,1462,1410,52,819,581,0,0,0,0
450259506021,45, South Carolina,25, Chesterfield County,1246,1216,30,516,679,0,0,0,0
450259506022,45, South Carolina,25, Chesterfield County,877,877,0,584,285,0,5,0,0
450259506023,45, South Carolina,25, Chesterfield County,596,455,141,49,322,0,0,0,0
450259507011,45, South Carolina,25, Chesterfield County,445,445,0,219,189,0,0,0,21
450259507012,45, South Carolina,25, Chesterfield County,925,925,0,899,0,0,22,0,0
450259507013,45, South Carolina,25, Chesterfield County,563,558,5,558,0,0,0,0,0
450259507014,45, South Carolina,25, Chesterfield County,1538,1297,241,1140,89,0,0,0,0
450259507021,45, South Carolina,25, Chesterfield County,851,821,30,476,226,0,0,0,0
450259507022,45, South Carolina,25, Chesterfield County,717,713,4,535,58,1,10,0,83
450259508001,45, South Carolina,25, Chesterfield County,1777,1695,82,1115,465,12,0,0,0
450259508002,45, South Carolina,25, Chesterfield County,896,896,0,470,406,0,0,0,0
450179501001,45, South Carolina,17, Calhoun County,1266,1149,117,762,220,24,0,60,0
450179501002,45, South Carolina,17, Calhoun County,1612,1596,16,518,1034,0,0,0,0
450179501003,45, South Carolina,17, Calhoun County,1407,1269,138,1087,166,0,0,0,0
450179501004,45, South Carolina,17, Calhoun County,866,852,14,825,27,0,0,0,0
450179502011,45, South Carolina,17, Calhoun County,2376,2206,170,1177,1020,0,8,1,0
450179502021,45, South Carolina,17, Calhoun County,1148,1128,20,966,155,0,7,0,0
450179502022,45, South Carolina,17, Calhoun County,1014,918,96,197,712,9,0,0,0
450179502023,45, South Carolina,17, Calhoun County,1073,1073,0,297,776,0,0,0,0
450179504001,45, South Carolina,17, Calhoun County,727,727,0,292,423,12,0,0,0
450179504002,45, South Carolina,17, Calhoun County,1063,1049,14,474,499,0,0,0,0
450179504003,45, South Carolina,17, Calhoun County,979,979,0,643,336,0,0,0,0
450179504004,45, South Carolina,17, Calhoun County,614,609,5,464,134,0,0,0,0
450770101001,45, South Carolina,77, Pickens County,959,951,8,851,28,0,11,0,0
450770101002,45, South Carolina,77, Pickens County,770,770,0,728,0,0,0,0,0
450770101003,45, South Carolina,77, Pickens County,1562,1557,5,1511,0,7,0,0,0
450770102011,45, South Carolina,77, Pickens County,449,449,0,439,10,0,0,0,0
450770102012,45, South Carolina,77, Pickens County,1091,1065,26,1035,27,0,3,0,0
450770102021,45, South Carolina,77, Pickens County,1002,952,50,892,30,0,30,0,0
450770102022,45, South Carolina,77, Pickens County,1355,1345,10,1345,0,0,0,0,0
450770102023,45, South Carolina,77, Pickens County,853,826,27,738,15,0,20,0,29
450770103011,45, South Carolina,77, Pickens County,880,880,0,872,0,0,0,0,0
450770103012,45, South Carolina,77, Pickens County,2924,2916,8,2888,0,0,0,0,0
450770103021,45, South Carolina,77, Pickens County,1403,1208,195,1187,0,0,0,0,0
450770103022,45, South Carolina,77, Pickens County,1422,1308,114,1284,0,1,19,0,0
450770104011,45, South Carolina,77, Pickens County,962,954,8,921,13,0,0,0,5
450770104012,45, South Carolina,77, Pickens County,1409,1409,0,1384,0,0,0,0,0
450770104031,45, South Carolina,77, Pickens County,2667,2667,0,2636,0,0,7,0,0
450770104041,45, South Carolina,77, Pickens County,1921,1785,136,1704,42,14,0,0,0
450770104042,45, South Carolina,77, Pickens County,1063,1050,13,524,373,0,58,0,0
450770104051,45, South Carolina,77, Pickens County,1267,1267,0,1226,0,0,30,0,0
450770104052,45, South Carolina,77, Pickens County,1208,1185,23,931,231,0,0,0,0
450770104053,45, South Carolina,77, Pickens County,1098,1098,0,1032,0,0,0,0,0
450770105011,45, South Carolina,77, Pickens County,1287,1287,0,1283,4,0,0,0,0
450770105012,45, South Carolina,77, Pickens County,1848,1839,9,1830,0,0,0,0,0
450770105021,45, South Carolina,77, Pickens County,1880,1880,0,1721,142,0,0,0,0
450770105022,45, South Carolina,77, Pickens County,1526,1510,16,1298,83,0,15,0,0
450770106011,45, South Carolina,77, Pickens County,1850,1699,151,1577,37,0,15,0,60
450770106012,45, South Carolina,77, Pickens County,1313,1277,36,1265,12,0,0,0,0
450770106031,45, South Carolina,77, Pickens County,1403,1153,250,1127,0,14,0,0,0
450770106032,45, South Carolina,77, Pickens County,2451,2414,37,2276,9,0,0,0,0
450770106041,45, South Carolina,77, Pickens County,814,705,109,500,90,41,0,0,0
450770106042,45, South Carolina,77, Pickens County,1754,1754,0,1739,15,0,0,0,0
450770106043,45, South Carolina,77, Pickens County,1303,1213,90,1203,2,8,0,0,0
450770107001,45, South Carolina,77, Pickens County,1567,1526,41,1439,64,0,8,0,0
450770107002,45, South Carolina,77, Pickens County,739,725,14,676,0,0,7,0,0
450770107003,45, South Carolina,77, Pickens County,1894,1842,52,1598,197,0,43,0,0
450770108021,45, South Carolina,77, Pickens County,835,710,125,511,169,0,4,0,0
450770108022,45, South Carolina,77, Pickens County,1888,1687,201,1397,128,0,23,21,0
450770108023,45, South Carolina,77, Pickens County,970,869,101,716,130,0,0,0,0
450770108031,45, South Carolina,77, Pickens County,1823,1663,160,1414,197,0,0,0,0
450770108032,45, South Carolina,77, Pickens County,1150,1138,12,883,215,0,15,0,0
450770108033,45, South Carolina,77, Pickens County,1511,1396,115,1258,104,0,3,0,0
450770108041,45, South Carolina,77, Pickens County,1424,1380,44,1298,28,0,0,0,14
450770108042,45, South Carolina,77, Pickens County,1713,1592,121,1337,217,0,17,0,0
450770108043,45, South Carolina,77, Pickens County,1267,1267,0,1039,200,6,0,0,0
450770108051,45, South Carolina,77, Pickens County,1055,1012,43,670,330,0,0,0,5
450770108052,45, South Carolina,77, Pickens County,1332,1106,226,992,82,0,0,0,0
450770108061,45, South Carolina,77, Pickens County,982,923,59,744,156,0,15,0,0
450770108062,45, South Carolina,77, Pickens County,1662,1157,505,1036,13,0,3,0,17
450770109011,45, South Carolina,77, Pickens County,1174,1165,9,1136,21,0,0,0,0
450770109012,45, South Carolina,77, Pickens County,2337,2238,99,1877,182,0,0,118,0
450770109013,45, South Carolina,77, Pickens County,1459,1459,0,1394,58,0,7,0,0
450770109031,45, South Carolina,77, Pickens County,1858,1783,75,1563,82,0,0,0,0
450770109032,45, South Carolina,77, Pickens County,2163,2134,29,1704,386,5,0,0,0
450770109033,45, South Carolina,77, Pickens County,1392,1392,0,1319,42,0,0,0,0
450770109041,45, South Carolina,77, Pickens County,2158,2105,53,2006,93,0,6,0,0
450770109042,45, South Carolina,77, Pickens County,1480,1344,136,1255,0,0,22,0,0
450770109051,45, South Carolina,77, Pickens County,2598,2376,222,2246,46,0,57,0,5
450770109052,45, South Carolina,77, Pickens County,1257,1194,63,1119,36,0,10,0,0
450770110011,45, South Carolina,77, Pickens County,1456,1356,100,1214,97,0,16,0,0
450770110012,45, South Carolina,77, Pickens County,1703,1696,7,1614,0,0,0,0,0
450770110031,45, South Carolina,77, Pickens County,1111,1111,0,1062,39,3,7,0,0
450770110032,45, South Carolina,77, Pickens County,1343,1342,1,1274,24,0,0,0,0
450770110041,45, South Carolina,77, Pickens County,1633,1625,8,1495,130,0,0,0,0
450770110042,45, South Carolina,77, Pickens County,1519,1519,0,1243,179,0,0,0,0
450770110043,45, South Carolina,77, Pickens County,1460,1450,10,1307,118,0,0,0,0
450770110051,45, South Carolina,77, Pickens County,1166,1103,63,934,116,0,0,0,0
